vehicle_age,km_driven,mileage,engine,seats,selling_price,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Manual,brand_encoded,model_encoded
4,120000,15.4,1997,7,850000,1.0,0.0,0.0,0.0,1.0,1011,273
8,90000,22.54,1396,5,285000,1.0,0.0,0.0,0.0,1.0,2982,906
7,120000,23.4,1248,5,450000,1.0,0.0,0.0,0.0,1.0,4992,890
4,80000,19.67,1582,5,1100000,1.0,0.0,0.0,0.0,1.0,2982,336
4,30000,15.4,1997,7,1080000,1.0,0.0,0.0,0.0,1.0,1011,273
7,66100,26.0,1498,5,530000,1.0,0.0,0.0,0.0,1.0,1485,757
4,50000,28.4,1248,5,680000,1.0,0.0,0.0,0.0,1.0,4992,890
4,42000,15.4,1997,7,1025000,1.0,0.0,0.0,0.0,1.0,1011,273
4,55000,18.6,1197,5,650000,0.0,0.0,0.0,1.0,1.0,2982,906
9,110699,20.36,1197,5,194000,0.0,0.0,0.0,1.0,1.0,2982,410
2,5000,21.4,1197,5,686000,0.0,0.0,0.0,1.0,0.0,4992,364
5,50000,22.74,796,5,200000,0.0,0.0,0.0,1.0,1.0,4992,778
11,44000,19.1,1197,5,250000,0.0,0.0,0.0,1.0,1.0,4992,890
3,90000,24.3,1248,5,730000,1.0,0.0,0.0,0.0,1.0,4992,295
5,55000,17.01,1591,5,650000,0.0,0.0,0.0,1.0,1.0,2982,492
4,45000,24.3,1248,5,790000,1.0,0.0,0.0,0.0,1.0,4992,295
4,30000,21.4,1197,5,620000,0.0,0.0,0.0,1.0,1.0,4992,364
8,50000,17.01,1591,5,510000,0.0,0.0,0.0,1.0,1.0,2982,492
8,20000,15.37,1196,5,375000,0.0,0.0,0.0,1.0,1.0,4992,125
4,19843,21.21,1197,5,620000,0.0,0.0,0.0,1.0,0.0,4992,890
10,30000,11.4,2953,7,950000,1.0,0.0,0.0,0.0,0.0,790,47
4,52300,13.68,2393,7,1450000,1.0,0.0,0.0,0.0,1.0,793,545
5,40000,18.0,1497,5,845000,0.0,0.0,0.0,1.0,0.0,1485,757
7,61500,23.4,1248,5,390000,1.0,0.0,0.0,0.0,1.0,4992,890
6,59000,18.0,1198,5,395000,0.0,0.0,0.0,1.0,1.0,1485,362
3,40000,18.9,1197,5,450000,0.0,0.0,0.0,1.0,1.0,2982,580
8,60000,17.68,1968,5,1700000,1.0,0.0,0.0,0.0,0.0,192,64
8,61000,18.9,1197,5,325000,0.0,0.0,0.0,1.0,1.0,2982,580
5,70000,25.32,1198,6,350000,1.0,0.0,0.0,0.0,1.0,1011,66
8,63000,15.1,2179,7,650000,1.0,0.0,0.0,0.0,1.0,1011,330
9,58000,12.3,1796,5,1250000,0.0,0.0,0.0,1.0,1.0,337,125
4,22000,28.4,1248,5,750000,1.0,0.0,0.0,0.0,1.0,4992,890
11,57977,17.0,1497,5,299000,0.0,0.0,0.0,1.0,1.0,1485,757
3,13000,12.19,1997,4,7000000,0.0,0.0,0.0,1.0,0.0,51,51
9,67000,17.33,1998,4,1325000,0.0,0.0,0.0,1.0,0.0,17,17
7,48242,20.77,1248,7,524000,1.0,0.0,0.0,0.0,1.0,4992,343
9,68000,20.0,1399,5,169000,1.0,0.0,0.0,0.0,1.0,790,271
7,40000,20.77,1248,7,500000,1.0,0.0,0.0,0.0,1.0,4992,343
9,98000,12.07,2967,7,2000000,1.0,0.0,0.0,0.0,0.0,192,23
8,113450,23.4,1248,5,380000,1.0,0.0,0.0,0.0,1.0,4992,890
3,80000,20.51,998,5,400000,0.0,0.0,0.0,1.0,0.0,4992,717
1,1000,20.3,1086,5,565000,0.0,0.0,0.0,1.0,0.0,2982,139
6,20292,20.51,998,5,335000,0.0,0.0,0.0,1.0,1.0,4992,717
11,67900,12.05,2179,7,300000,1.0,0.0,0.0,0.0,1.0,1011,273
6,40000,15.4,1997,7,1051000,1.0,0.0,0.0,0.0,1.0,1011,273
4,60000,24.0,1186,5,510000,1.0,0.0,0.0,0.0,1.0,2982,580
3,25000,24.04,999,5,370000,0.0,0.0,0.0,1.0,0.0,536,306
15,70000,18.9,998,5,200000,0.0,0.0,0.0,1.0,1.0,4992,717
3,21000,27.39,1248,5,625000,1.0,0.0,0.0,0.0,1.0,4992,364
3,39000,16.36,2179,7,1290000,1.0,0.0,0.0,0.0,1.0,1011,273
4,30000,15.8,1591,5,890000,0.0,0.0,0.0,1.0,1.0,2982,336
9,61000,22.32,1582,5,420000,1.0,0.0,0.0,0.0,1.0,2982,492
4,5743,20.4,1197,5,500000,0.0,0.0,0.0,1.0,1.0,4992,781
3,24200,18.9,1197,5,600000,0.0,0.0,0.0,1.0,1.0,2982,580
4,57000,27.39,1248,5,590000,1.0,0.0,0.0,0.0,1.0,4992,364
10,58000,20.36,1197,5,190000,0.0,0.0,0.0,1.0,1.0,2982,410
4,15000,19.44,1198,7,500000,0.0,0.0,0.0,1.0,1.0,170,85
4,10000,23.1,998,5,450000,0.0,0.0,0.0,1.0,1.0,4992,237
6,100000,15.1,2179,7,650000,1.0,0.0,0.0,0.0,1.0,1011,330
1,2000,11.29,2998,2,8250000,0.0,0.0,0.0,1.0,0.0,439,6
1,10000,20.52,1197,5,500000,0.0,0.0,0.0,1.0,1.0,4992,717
12,43000,19.7,796,5,140000,0.0,0.0,0.0,1.0,1.0,4992,778
8,64000,18.0,1198,5,349000,0.0,0.0,0.0,0.0,1.0,1485,362
7,30000,20.51,998,5,325000,0.0,0.0,0.0,1.0,1.0,4992,717
7,63000,17.8,1497,5,435000,0.0,0.0,0.0,1.0,1.0,1485,757
3,28000,31.79,998,5,455000,0.0,0.0,0.0,0.0,1.0,4992,237
3,25000,9.17,2995,7,6200000,0.0,0.0,0.0,1.0,0.0,51,51
4,32226,17.8,1497,5,755000,0.0,0.0,0.0,1.0,1.0,1485,757
7,65000,23.95,998,5,245000,0.0,0.0,0.0,1.0,1.0,4992,778
2,14000,20.8,1493,5,1350000,1.0,0.0,0.0,0.0,1.0,32,28
3,15000,24.04,999,5,310000,0.0,0.0,0.0,1.0,0.0,536,306
3,30000,14.28,1998,4,5500000,0.0,0.0,0.0,1.0,0.0,439,18
3,32000,19.3,1248,5,675000,1.0,0.0,0.0,0.0,1.0,4992,890
2,30000,20.52,1197,5,500000,0.0,0.0,0.0,1.0,1.0,4992,717
11,25000,20.36,1197,5,300000,0.0,0.0,0.0,1.0,1.0,2982,410
5,35000,15.4,2179,7,1450000,1.0,0.0,0.0,0.0,0.0,1011,273
8,140000,12.05,2179,8,530000,1.0,0.0,0.0,0.0,1.0,1011,273
7,65597,22.7,1498,5,575000,1.0,0.0,0.0,0.0,1.0,790,374
4,35000,18.6,1197,5,550000,0.0,0.0,0.0,1.0,1.0,2982,906
